# EXPERIMENTAL: re-measured CPU cost rows, n=4096 only. NOT installed.
#
# The shipped cost.txt misranks bands: selection picks the slower one at 3
# of 8 operating points on the default reference, up to 1.84x, and
# tools/score_selection.py independently scores its pick at 52% of the best
# available. No pricing rule rescues the shipped rows -- every rule
# score_cost_rule.py implements tops out at 3 of 6 correct, and the one
# that ships is already among the best. The rows are what is wrong.
#
# These are the same cells re-measured with tools/hmf_tune.py --retune-cost,
# which could not run at all until d40f8a0 (it died on band 64's missing
# threshold after 160 rows -- a fair explanation for how the table drifted
# this far unnoticed).
#
# WHAT THEY CHANGE, measured against the clock at n=4096:
#
#   reference   snr   old pick -> new    t(old)   t(new)   effect
#   inspiral    6.0     256  ->  512      408us    207us   1.97x FASTER
#   shallow     5.5     512  -> 1024      981us    587us   1.67x FASTER
#   steep       5.5     256  ->  512      294us    208us   1.41x FASTER
#   steep       6.0     256  ->  512      136us    205us   1.50x slower
#
#   total over the four changed points: 1819us -> 1207us = 1.51x net
#
# Correct at 4 of 6 sampled points against the shipped table's 2 of 6. The
# n=4096 rows are COMPLETE -- 48 keys, 9560 rows, unchanged between two
# snapshots of the run -- so this is not a partial result.
#
# WHY NOT INSTALLED. One point regresses, which rules out "the rows were
# merely stale" -- fresher rows cannot make a correct ranking wrong -- and
# the run was stopped before covering every size the shipped table does
# (it reached n=1024, 2048, 4096, 16384 and part of 32768). Dropping these
# in wholesale would replace rows for sizes that were never re-measured.
# Installing wants a completed run and a human on the 1.50x regression.
#
# Measured on Ryzen AI Max+ 395, AVX3, with the gate as it ships.
#
# n band U K snr f beff margin relative_cost
COST 4096 2048 2 4 6.00 1.000000 2.027 1.000 2.836909
COST 4096 2048 2 8 6.00 1.000000 2.027 1.000 2.993768
COST 4096 64 2 4 6.00 0.900000 3.932 1.000 0.048874
COST 4096 64 2 8 6.00 0.900000 3.932 1.000 0.041955
COST 4096 128 2 4 6.00 0.914890 4.064 1.000 0.065465
COST 4096 128 2 8 6.00 0.914890 4.064 1.000 0.069175
COST 4096 256 2 4 6.00 0.938391 4.275 1.000 0.142729
COST 4096 256 2 8 6.00 0.938391 4.275 1.000 0.148069
COST 4096 512 2 4 6.00 0.967848 4.547 1.000 0.298492
COST 4096 512 2 8 6.00 0.967848 4.547 1.000 0.289581
COST 4096 1024 2 4 6.00 0.991570 4.773 1.000 0.988594
COST 4096 1024 2 8 6.00 0.991570 4.773 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 4.855 1.000 2.693324
COST 4096 2048 2 8 6.00 1.000000 4.855 1.000 2.102821
COST 4096 64 2 4 6.00 0.900000 3.934 1.000 0.082064
COST 4096 64 2 8 6.00 0.900000 3.934 1.000 0.070184
COST 4096 128 2 4 6.00 0.900000 3.934 1.000 0.106005
COST 4096 128 2 8 6.00 0.900000 3.934 1.000 0.124022
COST 4096 256 2 4 6.00 0.927612 4.179 1.000 0.246080
COST 4096 256 2 8 6.00 0.927612 4.179 1.000 0.251056
COST 4096 512 2 4 6.00 0.962223 4.497 1.000 0.548582
COST 4096 512 2 8 6.00 0.962223 4.497 1.000 0.568413
COST 4096 1024 2 4 6.00 0.990096 4.761 1.000 1.139347
COST 4096 1024 2 8 6.00 0.990096 4.761 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 4.857 1.000 3.024592
COST 4096 2048 2 8 6.00 1.000000 4.857 1.000 3.314879
COST 4096 64 2 4 6.00 0.900000 3.935 1.000 0.036238
COST 4096 64 2 8 6.00 0.900000 3.935 1.000 0.028334
COST 4096 128 2 4 6.00 0.900000 3.935 1.000 0.080272
COST 4096 128 2 8 6.00 0.900000 3.935 1.000 0.057605
COST 4096 256 2 4 6.00 0.900000 3.935 1.000 0.095318
COST 4096 256 2 8 6.00 0.900000 3.935 1.000 0.295472
COST 4096 512 2 4 6.00 0.947813 4.364 1.000 0.303439
COST 4096 512 2 8 6.00 0.947813 4.364 1.000 0.292570
COST 4096 1024 2 4 6.00 0.986318 4.726 1.000 0.561597
COST 4096 1024 2 8 6.00 0.986318 4.726 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 4.858 1.000 1.881929
COST 4096 2048 2 8 6.00 1.000000 4.858 1.000 1.549284
COST 4096 64 2 4 6.00 0.900000 3.936 1.000 0.056159
COST 4096 64 2 8 6.00 0.900000 3.936 1.000 0.050586
COST 4096 128 2 4 6.00 0.900000 3.936 1.000 0.076674
COST 4096 128 2 8 6.00 0.900000 3.936 1.000 0.079982
COST 4096 256 2 4 6.00 0.900000 3.936 1.000 0.167416
COST 4096 256 2 8 6.00 0.900000 3.936 1.000 0.178585
COST 4096 512 2 4 6.00 0.900000 3.936 1.000 0.357578
COST 4096 512 2 8 6.00 0.900000 3.936 1.000 0.349022
COST 4096 1024 2 4 6.00 0.973782 4.607 1.000 0.924942
COST 4096 1024 2 8 6.00 0.973782 4.607 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 4.859 1.000 2.438479
COST 4096 2048 2 8 6.00 1.000000 4.859 1.000 2.317198
COST 4096 64 2 4 6.00 0.900000 3.936 1.000 0.072072
COST 4096 64 2 8 6.00 0.900000 3.936 1.000 0.061722
COST 4096 128 2 4 6.00 0.900000 3.936 1.000 0.078844
COST 4096 128 2 8 6.00 0.900000 3.936 1.000 0.076955
COST 4096 256 2 4 6.00 0.900000 3.936 1.000 0.178052
COST 4096 256 2 8 6.00 0.900000 3.936 1.000 0.173514
COST 4096 512 2 4 6.00 0.900000 3.936 1.000 0.419411
COST 4096 512 2 8 6.00 0.900000 3.936 1.000 0.457287
COST 4096 1024 2 4 6.00 0.900000 3.936 1.000 1.022659
COST 4096 1024 2 8 6.00 0.900000 3.936 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 4.859 1.000 2.335815
COST 4096 2048 2 8 6.00 1.000000 4.859 1.000 2.741459
COST 4096 64 2 4 6.00 1.000000 3.936 1.000 0.081338
COST 4096 64 2 8 6.00 1.000000 3.936 1.000 0.059156
COST 4096 128 2 4 6.00 1.000000 3.936 1.000 0.090965
COST 4096 128 2 8 6.00 1.000000 3.936 1.000 0.088605
COST 4096 256 2 4 6.00 1.000000 3.936 1.000 0.285374
COST 4096 256 2 8 6.00 1.000000 3.936 1.000 0.170295
COST 4096 512 2 4 6.00 1.000000 3.936 1.000 0.330577
COST 4096 512 2 8 6.00 1.000000 3.936 1.000 0.422748
COST 4096 1024 2 4 6.00 1.000000 3.936 1.000 0.765004
COST 4096 1024 2 8 6.00 1.000000 3.936 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 3.936 1.000 2.055075
COST 4096 2048 2 8 6.00 1.000000 3.936 1.000 2.403132
COST 4096 64 2 4 6.00 0.900000 8.132 1.000 0.061257
COST 4096 64 2 8 6.00 0.900000 8.132 1.000 0.049598
COST 4096 128 2 4 6.00 0.914890 8.403 1.000 0.077930
COST 4096 128 2 8 6.00 0.914890 8.403 1.000 0.075730
COST 4096 256 2 4 6.00 0.938391 8.840 1.000 0.150899
COST 4096 256 2 8 6.00 0.938391 8.840 1.000 0.168362
COST 4096 512 2 4 6.00 0.967848 9.404 1.000 0.335061
COST 4096 512 2 8 6.00 0.967848 9.404 1.000 0.328608
COST 4096 1024 2 4 6.00 0.991570 9.870 1.000 0.718035
COST 4096 1024 2 8 6.00 0.991570 9.870 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 10.039 1.000 2.669458
COST 4096 2048 2 8 6.00 1.000000 10.039 1.000 2.791193
COST 4096 64 2 4 6.00 0.900000 8.137 1.000 0.088048
COST 4096 64 2 8 6.00 0.900000 8.137 1.000 0.079385
COST 4096 128 2 4 6.00 0.900000 8.137 1.000 0.099701
COST 4096 128 2 8 6.00 0.900000 8.137 1.000 0.100822
COST 4096 256 2 4 6.00 0.927612 8.643 1.000 0.184735
COST 4096 256 2 8 6.00 0.927612 8.643 1.000 0.195746
COST 4096 512 2 4 6.00 0.962223 9.300 1.000 0.460378
COST 4096 512 2 8 6.00 0.962223 9.300 1.000 0.503410
COST 4096 1024 2 4 6.00 0.990096 9.846 1.000 0.928323
COST 4096 1024 2 8 6.00 0.990096 9.846 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 10.044 1.000 2.707842
COST 4096 2048 2 8 6.00 1.000000 10.044 1.000 2.575980
COST 4096 64 2 4 6.00 0.900000 8.139 1.000 0.085414
COST 4096 64 2 8 6.00 0.900000 8.139 1.000 0.072908
COST 4096 128 2 4 6.00 0.900000 8.139 1.000 0.122461
COST 4096 128 2 8 6.00 0.900000 8.139 1.000 0.119735
COST 4096 256 2 4 6.00 0.900000 8.139 1.000 0.204327
COST 4096 256 2 8 6.00 0.900000 8.139 1.000 0.239466
COST 4096 512 2 4 6.00 0.947813 9.026 1.000 0.629145
COST 4096 512 2 8 6.00 0.947813 9.026 1.000 0.484084
COST 4096 1024 2 4 6.00 0.986318 9.774 1.000 1.146907
COST 4096 1024 2 8 6.00 0.986318 9.774 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 10.047 1.000 3.070056
COST 4096 2048 2 8 6.00 1.000000 10.047 1.000 3.232975
COST 4096 64 2 4 6.00 0.900000 8.140 1.000 0.074846
COST 4096 64 2 8 6.00 0.900000 8.140 1.000 0.073000
COST 4096 128 2 4 6.00 0.900000 8.140 1.000 0.107410
COST 4096 128 2 8 6.00 0.900000 8.140 1.000 0.112131
COST 4096 256 2 4 6.00 0.900000 8.140 1.000 0.229957
COST 4096 256 2 8 6.00 0.900000 8.140 1.000 0.253804
COST 4096 512 2 4 6.00 0.900000 8.140 1.000 0.518486
COST 4096 512 2 8 6.00 0.900000 8.140 1.000 0.547050
COST 4096 1024 2 4 6.00 0.973782 9.528 1.000 1.376061
COST 4096 1024 2 8 6.00 0.973782 9.528 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 10.048 1.000 3.429511
COST 4096 2048 2 8 6.00 1.000000 10.048 1.000 3.531849
COST 4096 64 2 4 6.00 0.900000 8.141 1.000 0.076262
COST 4096 64 2 8 6.00 0.900000 8.141 1.000 0.051252
COST 4096 128 2 4 6.00 0.900000 8.141 1.000 0.081723
COST 4096 128 2 8 6.00 0.900000 8.141 1.000 0.078943
COST 4096 256 2 4 6.00 0.900000 8.141 1.000 0.169430
COST 4096 256 2 8 6.00 0.900000 8.141 1.000 0.167737
COST 4096 512 2 4 6.00 0.900000 8.141 1.000 0.345085
COST 4096 512 2 8 6.00 0.900000 8.141 1.000 0.380383
COST 4096 1024 2 4 6.00 0.900000 8.141 1.000 0.923380
COST 4096 1024 2 8 6.00 0.900000 8.141 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 10.049 1.000 2.372357
COST 4096 2048 2 8 6.00 1.000000 10.049 1.000 2.281323
COST 4096 64 2 4 6.00 1.000000 8.141 1.000 0.072865
COST 4096 64 2 8 6.00 1.000000 8.141 1.000 0.060557
COST 4096 128 2 4 6.00 1.000000 8.141 1.000 0.090010
COST 4096 128 2 8 6.00 1.000000 8.141 1.000 0.096260
COST 4096 256 2 4 6.00 1.000000 8.141 1.000 0.191182
COST 4096 256 2 8 6.00 1.000000 8.141 1.000 0.196364
COST 4096 512 2 4 6.00 1.000000 8.141 1.000 0.477447
COST 4096 512 2 8 6.00 1.000000 8.141 1.000 0.450857
COST 4096 1024 2 4 6.00 1.000000 8.141 1.000 1.026054
COST 4096 1024 2 8 6.00 1.000000 8.141 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 8.141 1.000 2.999731
COST 4096 2048 2 8 6.00 1.000000 8.141 1.000 2.720719
COST 4096 64 2 4 6.00 0.900000 16.091 1.000 0.080751
COST 4096 64 2 8 6.00 0.900000 16.091 1.000 0.063088
COST 4096 128 2 4 6.00 0.914890 16.627 1.000 0.103581
COST 4096 128 2 8 6.00 0.914890 16.627 1.000 0.096874
COST 4096 256 2 4 6.00 0.938391 17.491 1.000 0.189570
COST 4096 256 2 8 6.00 0.938391 17.491 1.000 0.191638
COST 4096 512 2 4 6.00 0.967848 18.605 1.000 0.463159
COST 4096 512 2 8 6.00 0.967848 18.605 1.000 0.436592
COST 4096 1024 2 4 6.00 0.991570 19.527 1.000 1.116643
COST 4096 1024 2 8 6.00 0.991570 19.527 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 19.861 1.000 2.836958
COST 4096 2048 2 8 6.00 1.000000 19.861 1.000 2.719905
COST 4096 64 2 4 6.00 0.899684 16.100 1.000 0.096734
COST 4096 64 2 8 6.00 0.899684 16.100 1.000 0.047528
COST 4096 128 2 4 6.00 0.900000 16.112 1.000 0.070713
COST 4096 128 2 8 6.00 0.900000 16.112 1.000 0.217664
COST 4096 256 2 4 6.00 0.927612 17.113 1.000 0.182402
COST 4096 256 2 8 6.00 0.927612 17.113 1.000 0.160948
COST 4096 512 2 4 6.00 0.962223 18.412 1.000 0.829232
COST 4096 512 2 8 6.00 0.962223 18.412 1.000 0.611762
COST 4096 1024 2 4 6.00 0.990096 19.494 1.000 1.364959
COST 4096 1024 2 8 6.00 0.990096 19.494 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 19.886 1.000 2.858850
COST 4096 2048 2 8 6.00 1.000000 19.886 1.000 2.580704
COST 4096 64 2 4 6.00 0.899683 16.105 1.000 0.084957
COST 4096 64 2 8 6.00 0.899683 16.105 1.000 0.071466
COST 4096 128 2 4 6.00 0.900000 16.116 1.000 0.109369
COST 4096 128 2 8 6.00 0.900000 16.116 1.000 0.105234
COST 4096 256 2 4 6.00 0.900000 16.116 1.000 0.234806
COST 4096 256 2 8 6.00 0.900000 16.116 1.000 0.288864
COST 4096 512 2 4 6.00 0.947813 17.871 1.000 0.675204
COST 4096 512 2 8 6.00 0.947813 17.871 1.000 0.543862
COST 4096 1024 2 4 6.00 0.986318 19.351 1.000 1.005720
COST 4096 1024 2 8 6.00 0.986318 19.351 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 19.891 1.000 3.033304
COST 4096 2048 2 8 6.00 1.000000 19.891 1.000 3.473988
COST 4096 64 2 4 6.00 0.899683 16.107 1.000 0.054505
COST 4096 64 2 8 6.00 0.899683 16.107 1.000 0.045902
COST 4096 128 2 4 6.00 0.900000 16.118 1.000 0.070466
COST 4096 128 2 8 6.00 0.900000 16.118 1.000 0.067459
COST 4096 256 2 4 6.00 0.900000 16.118 1.000 0.140570
COST 4096 256 2 8 6.00 0.900000 16.118 1.000 0.160528
COST 4096 512 2 4 6.00 0.900000 16.118 1.000 0.350112
COST 4096 512 2 8 6.00 0.900000 16.118 1.000 0.289450
COST 4096 1024 2 4 6.00 0.973782 18.865 1.000 0.724688
COST 4096 1024 2 8 6.00 0.973782 18.865 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 19.894 1.000 2.256557
COST 4096 2048 2 8 6.00 1.000000 19.894 1.000 2.029735
COST 4096 64 2 4 6.00 0.899683 16.108 1.000 0.066186
COST 4096 64 2 8 6.00 0.899683 16.108 1.000 0.056039
COST 4096 128 2 4 6.00 0.900000 16.120 1.000 0.083916
COST 4096 128 2 8 6.00 0.900000 16.120 1.000 0.081310
COST 4096 256 2 4 6.00 0.900000 16.120 1.000 0.167810
COST 4096 256 2 8 6.00 0.900000 16.120 1.000 0.172326
COST 4096 512 2 4 6.00 0.900000 16.120 1.000 0.378696
COST 4096 512 2 8 6.00 0.900000 16.120 1.000 0.444053
COST 4096 1024 2 4 6.00 0.900000 16.120 1.000 1.015033
COST 4096 1024 2 8 6.00 0.900000 16.120 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 19.895 1.000 2.604288
COST 4096 2048 2 8 6.00 1.000000 19.895 1.000 2.508829
COST 4096 64 2 4 6.00 0.999648 16.109 1.000 0.067402
COST 4096 64 2 8 6.00 0.999648 16.109 1.000 0.054368
COST 4096 128 2 4 6.00 1.000000 16.120 1.000 0.082520
COST 4096 128 2 8 6.00 1.000000 16.120 1.000 0.080334
COST 4096 256 2 4 6.00 1.000000 16.120 1.000 0.187578
COST 4096 256 2 8 6.00 1.000000 16.120 1.000 0.221230
COST 4096 512 2 4 6.00 1.000000 16.120 1.000 0.406704
COST 4096 512 2 8 6.00 1.000000 16.120 1.000 0.423784
COST 4096 1024 2 4 6.00 1.000000 16.120 1.000 0.924289
COST 4096 1024 2 8 6.00 1.000000 16.120 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 16.120 1.000 2.146468
COST 4096 2048 2 8 6.00 1.000000 16.120 1.000 2.580552
COST 4096 64 2 4 6.00 0.900000 32.122 1.000 0.172824
COST 4096 64 2 8 6.00 0.900000 32.122 1.000 0.212722
COST 4096 128 2 4 6.00 0.914890 33.189 1.000 0.090233
COST 4096 128 2 8 6.00 0.914890 33.189 1.000 0.066776
COST 4096 256 2 4 6.00 0.938391 34.910 1.000 0.141386
COST 4096 256 2 8 6.00 0.938391 34.910 1.000 0.152406
COST 4096 512 2 4 6.00 0.967848 37.131 1.000 0.265814
COST 4096 512 2 8 6.00 0.967848 37.131 1.000 0.289994
COST 4096 1024 2 4 6.00 0.991570 38.972 1.000 0.755937
COST 4096 1024 2 8 6.00 0.991570 38.972 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 39.637 1.000 1.907788
COST 4096 2048 2 8 6.00 1.000000 39.637 1.000 2.053204
COST 4096 64 2 4 6.00 0.882638 31.334 1.000 0.221171
COST 4096 64 2 8 6.00 0.882638 31.334 1.000 0.211857
COST 4096 128 2 4 6.00 0.900000 32.566 1.000 0.111462
COST 4096 128 2 8 6.00 0.900000 32.566 1.000 0.105621
COST 4096 256 2 4 6.00 0.927612 34.587 1.000 0.159905
COST 4096 256 2 8 6.00 0.927612 34.587 1.000 0.186299
COST 4096 512 2 4 6.00 0.962223 37.209 1.000 0.464318
COST 4096 512 2 8 6.00 0.962223 37.209 1.000 0.403332
COST 4096 1024 2 4 6.00 0.990096 39.393 1.000 0.938046
COST 4096 1024 2 8 6.00 0.990096 39.393 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 40.185 1.000 2.698659
COST 4096 2048 2 8 6.00 1.000000 40.185 1.000 2.778698
COST 4096 64 2 4 6.00 0.882277 31.342 1.000 0.269160
COST 4096 64 2 8 6.00 0.882277 31.342 1.000 0.292420
COST 4096 128 2 4 6.00 0.899651 32.576 1.000 0.131875
COST 4096 128 2 8 6.00 0.899651 32.576 1.000 0.114315
COST 4096 256 2 4 6.00 0.900000 32.601 1.000 0.207852
COST 4096 256 2 8 6.00 0.900000 32.601 1.000 0.332748
COST 4096 512 2 4 6.00 0.947813 36.143 1.000 0.354507
COST 4096 512 2 8 6.00 0.947813 36.143 1.000 0.386198
COST 4096 1024 2 4 6.00 0.986318 39.134 1.000 0.935929
COST 4096 1024 2 8 6.00 0.986318 39.134 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 40.227 1.000 3.137283
COST 4096 2048 2 8 6.00 1.000000 40.227 1.000 2.081715
COST 4096 64 2 4 6.00 0.882267 31.345 1.000 0.167304
COST 4096 64 2 8 6.00 0.882267 31.345 1.000 0.168653
COST 4096 128 2 4 6.00 0.899651 32.580 1.000 0.084862
COST 4096 128 2 8 6.00 0.899651 32.580 1.000 0.073866
COST 4096 256 2 4 6.00 0.900000 32.606 1.000 0.127862
COST 4096 256 2 8 6.00 0.900000 32.606 1.000 0.127635
COST 4096 512 2 4 6.00 0.900000 32.606 1.000 0.441001
COST 4096 512 2 8 6.00 0.900000 32.606 1.000 0.365155
COST 4096 1024 2 4 6.00 0.973782 38.152 1.000 0.652462
COST 4096 1024 2 8 6.00 0.973782 38.152 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 40.233 1.000 2.171916
COST 4096 2048 2 8 6.00 1.000000 40.233 1.000 1.953467
COST 4096 64 2 4 6.00 0.882262 31.347 1.000 0.183655
COST 4096 64 2 8 6.00 0.882262 31.347 1.000 0.294063
COST 4096 128 2 4 6.00 0.899650 32.583 1.000 0.119135
COST 4096 128 2 8 6.00 0.899650 32.583 1.000 0.090764
COST 4096 256 2 4 6.00 0.900000 32.608 1.000 0.164877
COST 4096 256 2 8 6.00 0.900000 32.608 1.000 0.167477
COST 4096 512 2 4 6.00 0.900000 32.608 1.000 0.377025
COST 4096 512 2 8 6.00 0.900000 32.608 1.000 0.322886
COST 4096 1024 2 4 6.00 0.900000 32.608 1.000 0.698777
COST 4096 1024 2 8 6.00 0.900000 32.608 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 40.233 1.000 1.842850
COST 4096 2048 2 8 6.00 1.000000 40.233 1.000 2.193870
COST 4096 64 2 4 6.00 0.980288 31.348 1.000 0.113951
COST 4096 64 2 8 6.00 0.980288 31.348 1.000 0.097174
COST 4096 128 2 4 6.00 0.999611 32.584 1.000 0.094096
COST 4096 128 2 8 6.00 0.999611 32.584 1.000 0.085295
COST 4096 256 2 4 6.00 1.000000 32.609 1.000 0.163497
COST 4096 256 2 8 6.00 1.000000 32.609 1.000 0.177095
COST 4096 512 2 4 6.00 1.000000 32.609 1.000 0.364277
COST 4096 512 2 8 6.00 1.000000 32.609 1.000 0.327672
COST 4096 1024 2 4 6.00 1.000000 32.609 1.000 1.011391
COST 4096 1024 2 8 6.00 1.000000 32.609 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 32.609 1.000 2.159131
COST 4096 2048 2 8 6.00 1.000000 32.609 1.000 2.293494
COST 4096 128 2 4 6.00 0.914890 65.512 1.000 0.385462
COST 4096 128 2 8 6.00 0.914890 65.512 1.000 0.377606
COST 4096 256 2 4 6.00 0.938391 68.898 1.000 0.259844
COST 4096 256 2 8 6.00 0.938391 68.898 1.000 0.284480
COST 4096 512 2 4 6.00 0.967848 73.271 1.000 0.531063
COST 4096 512 2 8 6.00 0.967848 73.271 1.000 0.624785
COST 4096 1024 2 4 6.00 0.991570 76.899 1.000 0.722596
COST 4096 1024 2 8 6.00 0.991570 76.899 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 78.212 1.000 2.259738
COST 4096 2048 2 8 6.00 1.000000 78.212 1.000 2.544926
COST 4096 64 2 4 6.00 0.785229 49.589 1.000 1.215681
COST 4096 64 2 8 6.00 0.785229 49.589 1.000 1.184078
COST 4096 128 2 4 6.00 0.900000 63.782 1.000 0.493306
COST 4096 128 2 8 6.00 0.900000 63.782 1.000 0.416501
COST 4096 256 2 4 6.00 0.927612 67.723 1.000 0.246523
COST 4096 256 2 8 6.00 0.927612 67.723 1.000 0.314990
COST 4096 512 2 4 6.00 0.962223 72.844 1.000 0.481183
COST 4096 512 2 8 6.00 0.962223 72.844 1.000 0.387752
COST 4096 1024 2 4 6.00 0.990096 77.114 1.000 1.159570
COST 4096 1024 2 8 6.00 0.990096 77.114 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 78.664 1.000 2.523434
COST 4096 2048 2 8 6.00 1.000000 78.664 1.000 2.648236
COST 4096 64 2 4 6.00 0.776266 48.943 1.000 0.987172
COST 4096 64 2 8 6.00 0.776266 48.943 1.000 1.162042
COST 4096 128 2 4 6.00 0.883230 62.180 1.000 0.383244
COST 4096 128 2 8 6.00 0.883230 62.180 1.000 0.373589
COST 4096 256 2 4 6.00 0.900000 64.540 1.000 0.260583
COST 4096 256 2 8 6.00 0.900000 64.540 1.000 0.239201
COST 4096 512 2 4 6.00 0.947813 71.527 1.000 0.399805
COST 4096 512 2 8 6.00 0.947813 71.527 1.000 0.424537
COST 4096 1024 2 4 6.00 0.986318 77.436 1.000 0.794903
COST 4096 1024 2 8 6.00 0.986318 77.436 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 79.598 1.000 2.537445
COST 4096 2048 2 8 6.00 1.000000 79.598 1.000 2.317492
COST 4096 64 2 4 6.00 0.775950 48.946 1.000 0.889630
COST 4096 64 2 8 6.00 0.775950 48.946 1.000 1.153237
COST 4096 128 2 4 6.00 0.882902 62.187 1.000 0.391180
COST 4096 128 2 8 6.00 0.882902 62.187 1.000 0.358551
COST 4096 256 2 4 6.00 0.899675 64.549 1.000 0.268116
COST 4096 256 2 8 6.00 0.899675 64.549 1.000 0.209585
COST 4096 512 2 4 6.00 0.900000 64.596 1.000 0.382959
COST 4096 512 2 8 6.00 0.900000 64.596 1.000 0.545265
COST 4096 1024 2 4 6.00 0.973782 75.548 1.000 0.750639
COST 4096 1024 2 8 6.00 0.973782 75.548 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 79.665 1.000 2.365385
COST 4096 2048 2 8 6.00 1.000000 79.665 1.000 2.223200
COST 4096 64 2 4 6.00 0.775932 48.948 1.000 0.881070
COST 4096 64 2 8 6.00 0.775932 48.948 1.000 1.086086
COST 4096 128 2 4 6.00 0.882897 62.191 1.000 0.503708
COST 4096 128 2 8 6.00 0.882897 62.191 1.000 0.399833
COST 4096 256 2 4 6.00 0.899675 64.554 1.000 0.270039
COST 4096 256 2 8 6.00 0.899675 64.554 1.000 0.231832
COST 4096 512 2 4 6.00 0.900000 64.600 1.000 0.351184
COST 4096 512 2 8 6.00 0.900000 64.600 1.000 0.433431
COST 4096 1024 2 4 6.00 0.900000 64.600 1.000 0.877435
COST 4096 1024 2 8 6.00 0.900000 64.600 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 79.661 1.000 2.364429
COST 4096 2048 2 8 6.00 1.000000 79.661 1.000 2.283784
COST 4096 64 2 4 6.00 0.862137 48.948 1.000 0.803029
COST 4096 64 2 8 6.00 0.862137 48.948 1.000 0.945083
COST 4096 128 2 4 6.00 0.980994 62.193 1.000 0.270645
COST 4096 128 2 8 6.00 0.980994 62.193 1.000 0.289304
COST 4096 256 2 4 6.00 0.999639 64.556 1.000 0.231840
COST 4096 256 2 8 6.00 0.999639 64.556 1.000 0.186852
COST 4096 512 2 4 6.00 1.000000 64.603 1.000 0.434528
COST 4096 512 2 8 6.00 1.000000 64.603 1.000 0.484036
COST 4096 1024 2 4 6.00 1.000000 64.603 1.000 1.067556
COST 4096 1024 2 8 6.00 1.000000 64.603 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 64.603 1.000 2.582932
COST 4096 2048 2 8 6.00 1.000000 64.603 1.000 2.796052
COST 4096 256 2 4 6.00 0.927612 134.603 1.000 0.682994
COST 4096 256 2 8 6.00 0.927612 134.603 1.000 0.903016
COST 4096 512 2 4 6.00 0.962223 144.726 1.000 0.631973
COST 4096 512 2 8 6.00 0.962223 144.726 1.000 0.357718
COST 4096 1024 2 4 6.00 0.990096 153.191 1.000 0.730820
COST 4096 1024 2 8 6.00 0.990096 153.191 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 156.267 1.000 2.413170
COST 4096 2048 2 8 6.00 1.000000 156.267 1.000 2.389530
COST 4096 128 2 4 6.00 0.780294 100.235 1.000 1.492876
COST 4096 128 2 8 6.00 0.780294 100.235 1.000 1.432580
COST 4096 256 2 4 6.00 0.900000 130.282 1.000 0.826115
COST 4096 256 2 8 6.00 0.900000 130.282 1.000 0.781353
COST 4096 512 2 4 6.00 0.947813 144.278 1.000 0.426381
COST 4096 512 2 8 6.00 0.947813 144.278 1.000 0.358729
COST 4096 1024 2 4 6.00 0.986318 156.157 1.000 0.974494
COST 4096 1024 2 8 6.00 0.986318 156.157 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 160.512 1.000 2.320008
COST 4096 2048 2 8 6.00 1.000000 160.512 1.000 2.369487
COST 4096 128 2 4 6.00 0.777362 97.684 1.000 1.848234
COST 4096 128 2 8 6.00 0.777362 97.684 1.000 1.768285
COST 4096 256 2 4 6.00 0.883522 123.876 1.000 1.056100
COST 4096 256 2 8 6.00 0.883522 123.876 1.000 0.934071
COST 4096 512 2 4 6.00 0.900000 128.494 1.000 0.669885
COST 4096 512 2 8 6.00 0.900000 128.494 1.000 0.619395
